Date,Open,High,Low,Close,Adj Close,Volume
2014-10-17,237.854843,239.531464,232.929398,238.462677,238.462677,8451314
2014-10-18,238.598160,245.546509,235.488113,243.237427,243.237427,7094265
2014-10-19,243.120605,244.789032,240.139816,242.119461,242.119461,3676158
2014-10-20,241.923660,242.438797,234.837036,236.997025,236.997025,10164046
2014-10-21,236.734543,243.124451,235.752151,239.897583,239.897583,8807511
2014-10-22,239.675980,241.096970,238.146530,238.861664,238.861664,7257216
2014-10-23,238.739487,240.069839,222.390182,223.689072,223.689072,16511827
2014-10-24,223.797668,226.498199,220.306168,222.740555,222.740555,9687780
2014-10-25,222.905884,223.682861,213.125946,215.857162,215.857162,11267715
2014-10-26,215.991425,223.285065,213.781082,220.477386,220.477386,7006775
2014-10-27,220.522751,222.283371,217.367172,218.948654,218.948654,8083985
2014-10-28,219.088821,223.342850,218.715652,221.586227,221.586227,4861441
2014-10-29,221.258438,221.733185,209.484619,209.731262,209.731262,11369727
2014-10-30,209.805023,219.265808,209.406906,215.856094,215.856094,18864725
2014-10-31,215.671066,217.555328,210.766434,211.516739,211.516739,7843326
2014-11-01,211.722412,212.897156,200.722092,203.656769,203.656769,10426508
2014-11-02,203.860596,205.720535,200.453903,204.077896,204.077896,5387701
2014-11-03,203.875641,209.208908,203.731216,205.054459,205.054459,8105985
2014-11-04,204.808441,207.237808,203.173126,206.518784,206.518784,9782853
2014-11-05,206.638138,215.022217,206.676880,212.683868,212.683868,12415236
2014-11-06,212.666336,222.958755,211.766479,220.539215,220.539215,11868291
2014-11-07,220.872574,222.853165,215.726822,215.721664,215.721664,10605557
2014-11-08,215.557236,218.630386,215.557236,217.657669,217.657669,5377351
2014-11-09,217.587097,228.925964,216.880875,228.755676,228.755676,15242821
2014-11-10,228.126587,236.447144,224.994339,231.541626,231.541626,19215056
2014-11-11,230.868301,234.294540,229.239929,230.906189,230.906189,9946559
2014-11-12,231.088287,271.938995,231.131836,268.637665,268.637665,29037357
2014-11-13,270.991943,289.904846,255.232239,268.018219,268.018219,37549369
2014-11-14,266.541595,267.073517,245.542084,253.920975,253.920975,18886322
2014-11-15,255.090317,258.842163,236.808578,240.079788,240.079788,10038616
2014-11-16,239.184280,249.440872,239.102570,247.642212,247.642212,7601098
2014-11-17,247.940369,262.510559,241.277008,247.766693,247.766693,26553338
2014-11-18,248.007813,250.928513,236.938644,240.111359,240.111359,20621080
2014-11-19,239.278122,247.537949,239.293442,242.855774,242.855774,12081557
2014-11-20,242.697510,243.778320,227.408386,228.054291,228.054291,16081321
2014-11-21,228.079147,228.050079,219.445190,224.126740,224.126740,19068673
2014-11-22,224.609680,233.065674,224.145905,225.450378,225.450378,9756612
2014-11-23,225.613251,237.037399,225.613251,234.976028,234.976028,9685866
2014-11-24,234.576492,246.567123,234.039063,240.125504,240.125504,19705721
2014-11-25,240.115952,251.818924,238.609528,238.801376,238.801376,16186665
2014-11-26,239.228287,240.571976,231.690430,233.352341,233.352341,11783669
2014-11-27,234.702911,236.913727,234.246292,235.099213,235.099213,5563489
2014-11-28,234.910965,244.687469,228.577347,240.602707,240.602707,14666049
2014-11-29,240.414169,247.731689,237.853119,239.991684,239.991684,9827176
2014-11-30,240.003845,244.488693,238.597076,242.182571,242.182571,5890096
2014-12-01,242.311981,245.716660,241.346191,241.050659,241.050659,7476641
2014-12-02,241.053833,244.516739,240.263885,243.714050,243.714050,7902403
2014-12-03,243.974167,244.838913,239.275177,239.027344,239.027344,8502836
2014-12-04,239.478607,241.489151,234.525223,235.761948,235.761948,9268100
2014-12-05,235.658600,243.446320,233.545761,241.836624,241.836624,9742540
2014-12-06,241.774368,242.859528,238.044662,240.508896,240.508896,4498056
2014-12-07,240.541611,240.211929,239.539886,241.001678,241.001678,4170939
2014-12-08,240.918137,241.508667,231.266602,231.266525,231.266525,12076618
2014-12-09,231.257584,232.110336,220.204910,224.629456,224.629456,20992028
2014-12-10,224.620529,224.835068,219.956177,219.956177,219.956177,10432273
2014-12-11,218.670227,230.046463,215.539230,223.024948,223.024948,20635849
2014-12-12,223.233017,224.686829,222.280121,224.334702,224.334702,10811199
2014-12-13,224.232269,224.232269,220.545990,221.047409,221.047409,7429780
2014-12-14,220.634415,224.570023,219.801468,223.670242,223.670242,7897208
2014-12-15,223.497864,223.772415,220.546036,220.766479,220.766479,11036374
2014-12-16,220.976151,221.222336,207.763947,207.763947,207.763947,19606721
2014-12-17,207.632462,212.209442,201.400818,205.366394,205.366394,24126838
2014-12-18,205.372162,207.625565,195.308456,198.771866,198.771866,25005107
2014-12-19,198.633331,203.808945,195.868347,203.367447,203.367447,15242882
2014-12-20,203.224121,211.353897,202.216400,211.117783,211.117783,13344872
2014-12-21,210.853546,210.908569,204.045700,205.326370,205.326370,9732241
2014-12-22,205.470367,213.520584,204.836014,213.075241,213.075241,14326592
2014-12-23,213.159348,216.959351,211.486679,215.588623,215.588623,10679941
2014-12-24,215.468140,215.697525,206.620590,207.244095,207.244095,9697552
2014-12-25,207.084763,207.331497,204.002060,205.057526,205.057526,6353179
2014-12-26,205.150101,213.093307,203.527039,210.897171,210.897171,10554055
2014-12-27,210.677856,211.531937,201.061172,203.140396,203.140396,9766030
2014-12-28,203.331406,205.819031,200.063034,204.012222,204.012222,7509068
2014-12-29,204.309311,205.761002,201.293594,201.553543,201.553543,7930445
2014-12-30,201.585114,202.853912,199.248398,199.651123,199.651123,8049537
2014-12-31,199.764847,205.528595,199.121246,205.528595,205.528595,8949804
2015-01-01,205.683929,205.683929,201.658844,201.739105,201.739105,5159241
2015-01-02,201.629974,205.972992,201.494019,205.567383,205.567383,5129299
2015-01-03,205.446014,205.644363,183.414032,183.414032,183.414032,21568940
2015-01-04,183.455795,187.425781,168.099182,172.879868,172.879868,36401714
2015-01-05,173.461594,181.827148,173.223557,179.900375,179.900375,28814839
2015-01-06,179.990158,189.879166,179.606155,189.078354,189.078354,15357888
2015-01-07,189.004364,197.863434,187.073090,194.873550,194.873550,16463718
2015-01-08,194.739807,194.701141,187.131104,187.847382,187.847382,13247481
2015-01-09,187.206970,192.015045,185.869598,191.561996,191.561996,12347361
2015-01-10,189.513855,190.057404,180.716354,181.263840,181.263840,10068799
2015-01-11,181.139847,184.457779,174.574493,174.925919,174.925919,11984460
2015-01-12,175.245926,179.458725,175.420044,176.553268,176.553268,12447455
2015-01-13,176.288254,176.998749,144.970673,148.916061,148.916061,48027892
2015-01-14,147.619171,147.609436,112.591080,116.934540,116.934540,64105249
2015-01-15,116.142738,150.414993,116.097000,138.255371,138.255371,53876337
2015-01-16,137.745422,145.745193,131.931717,137.375885,137.375885,25363744
2015-01-17,137.202271,139.774887,128.647339,131.542114,131.542114,15493597
2015-01-18,132.063644,144.372192,128.403748,138.920151,138.920151,19869956
2015-01-19,139.667786,143.376556,137.015396,142.405212,142.405212,12366318
2015-01-20,141.110153,142.836945,135.066818,139.537109,139.537109,15881603
2015-01-21,139.578720,150.484238,139.764435,149.865921,149.865921,19765258
2015-01-22,150.146637,156.427536,149.629288,155.572891,155.572891,22358595
2015-01-23,155.646866,156.678238,149.960709,155.387329,155.387329,16428705
2015-01-24,155.267899,165.616867,153.481018,165.374664,165.374664,16535998
2015-01-25,165.044373,169.992676,162.734375,169.258179,169.258179,22403402
2015-01-26,169.498993,205.734802,169.318268,181.300049,181.300049,70799523
2015-01-27,181.097183,182.618500,166.314774,173.487198,173.487198,29234872
2015-01-28,173.405548,175.698746,149.954437,154.552353,154.552353,29304394
2015-01-29,154.177734,157.613724,145.867432,154.890549,154.890549,21367339
2015-01-30,154.399048,160.999069,149.909729,150.298706,150.298706,17660272
2015-01-31,150.309326,154.997681,143.583801,144.350479,144.350479,15498307
2015-02-01,143.954208,153.451736,140.733490,150.491974,150.491974,19313420
2015-02-02,150.173050,161.106308,147.700821,158.565628,158.565628,20375466
